"기준_년_코드","기준_분기_코드","상권_구분_코드","상권_구분_코드_명","상권_코드","상권_코드_명","아파트_단지_수","아파트_면적_66_제곱미터_미만_세대_수","아파트_면적_66_제곱미터_세대_수","아파트_면적_99_제곱미터_세대_수","아파트_면적_132_제곱미터_세대_수","아파트_면적_165_제곱미터_세대_수","아파트_가격_1_억_미만_세대_수","아파트_가격_1_억_세대_수","아파트_가격_2_억_세대_수","아파트_가격_3_억_세대_수","아파트_가격_4_억_세대_수","아파트_가격_5_억_세대_수","아파트_가격_6_억_이상_세대_수","아파트_평균_면적","아파트_평균_시가"
"2020","2","A","골목상권","2110831","상도4동주민센터","314","2449","1421","343","356","0","243","1699","1128","167","572","292","468","57","201046650"
"2020","2","A","골목상권","2110830","상도초등학교","443","3374","1760","121","286","0","466","2494","1010","33","475","420","643","56","184506293"
"2020","2","A","골목상권","2110829","장승배기역 5번","196","1581","1047","142","1","0","135","610","649","517","147","186","527","57","290115372"
"2020","2","A","골목상권","2110828","노량진역 6번","234","2315","1405","88","124","0","161","650","798","882","990","339","112","58","301891244"
"2020","2","A","골목상권","2110827","NH농협은행 상도동지점","356","2560","979","107","8","0","491","1719","1014","58","292","80","0","55","171569631"
"2020","2","A","골목상권","2110826","장승배기역 4번","362","3119","1805","257","17","0","392","1890","1270","341","466","405","434","58","218309744"
"2020","2","A","골목상권","2110825","신대방삼거리역 1번","801","6010","3216","121","98","2","1219","5168","1695","554","499","160","152","57","166277257"
"2020","2","A","골목상권","2110824","대방역 3번","36","1429","2171","23","101","0","73","344","222","478","1139","1190","278","65","340468750"
"2020","2","A","골목상권","2110823","신대방삼거리역 3번","284","2648","1877","239","168","24","631","1573","1206","513","700","172","161","58","190428490"
"2020","2","A","골목상권","2110822","신대방삼거리역 4번(대림초등학교)","354","2296","1561","51","11","4","574","1644","1331","130","240","2","2","59","189995675"
"2020","2","A","골목상권","2110821","보라매역 2번","242","2459","1228","48","62","4","600","1454","934","240","411","69","93","53","181738062"
"2020","2","A","골목상권","2110820","성남고등학교","148","1614","1241","26","303","193","174","630","549","354","609","274","787","64","230630288"
"2020","2","A","골목상권","2110819","신대방역 4번","185","1917","1761","809","440","0","606","996","454","758","794","921","398","56","202252188"
"2020","2","A","골목상권","2110818","신대방역 3번","106","1160","921","266","218","0","368","535","384","598","350","330","0","53","180393673"
"2020","2","A","골목상권","2110817","대방역 4번","92","1623","1422","110","1","0","419","633","364","816","245","561","118","54","215804600"
"2020","2","A","골목상권","2110816","대방역 6번","78","1461","929","108","1","0","368","526","325","526","245","481","28","54","213578966"
"2020","2","A","골목상권","2110815","공군호텔","131","1893","2304","21","3","190","306","822","451","921","586","810","515","56","216543903"
"2020","2","A","골목상권","2110814","서울지방병무청","108","2041","2212","11","405","191","220","478","392","862","1395","728","785","62","254637717"
"2020","2","A","골목상권","2110813","보라매역 6번","134","1262","965","121","106","3","227","616","430","359","186","165","474","56","208514123"
"2020","2","A","골목상권","2110812","신길6동주민센터","109","1241","1299","317","61","2","165","587","363","339","372","588","506","58","228108101"
"2020","2","A","골목상권","2110811","보라매역 4번","108","1606","1353","121","61","2","162","571","355","649","440","271","695","57","229433790"
"2020","2","A","골목상권","2110810","영신초등학교","140","1931","1310","219","3","0","253","1332","458","807","613","0","0","54","191091115"
"2020","2","A","골목상권","2110809","장훈고등학교","159","1102","639","10","3","0","211","905","151","487","0","0","0","52","150981646"
"2020","2","A","골목상권","2110808","신길역 1번","143","1748","536","98","0","0","768","860","85","476","167","26","0","49","146714985"
"2020","2","A","골목상권","2110807","신길역 3번","53","1162","284","56","0","0","651","439","85","231","70","26","0","40","153416369"
"2020","2","A","골목상권","2110806","서울시립영등포장애인복지관","22","537","0","0","0","0","207","285","45","0","0","0","0","25","140636045"
"2020","2","A","골목상권","2110805","신길새마을금고신길4동지점","67","1185","729","314","23","6","221","558","133","350","590","200","205","89","253206465"
"2020","2","A","골목상권","2110804","신풍역 1번","103","2415","1904","239","61","1","123","516","444","1448","510","381","1198","60","267825058"
"2020","2","A","골목상권","2110803","신길2동우편취급국","222","1610","682","63","0","1","334","1148","211","511","126","26","0","53","152738536"
"2020","2","A","골목상권","2110802","신길동홍어거리","89","1282","206","124","1","1","80","1030","272","113","119","0","0","53","175988593"
"2020","2","A","골목상권","2110801","신풍역 6번(신길6동공영주차장)","8","949","943","273","0","0","0","5","110","612","227","461","750","69","437169740"
"2020","2","A","골목상권","2110800","영등포동성당","43","844","649","58","4","0","254","434","234","27","106","0","500","40","204405046"
"2020","2","A","골목상권","2110799","영등포본동주민센터","99","781","284","61","0","1","167","519","86","203","126","26","0","53","155994530"
"2020","2","A","골목상권","2110798","신풍역 2번","36","1681","859","20","0","0","68","135","400","1428","456","69","4","58","260100647"
"2020","2","A","골목상권","2110797","KT대방빌딩","23","993","1414","89","38","0","65","77","353","832","959","248","0","65","297471569"
"2020","2","A","골목상권","2110796","한림대학교한강성심병원","63","1789","1018","88","8","1","377","793","375","158","156","73","972","45","219870765"
"2020","2","A","골목상권","2110795","도림초등학교","105","1697","451","7","1","1","337","946","182","210","138","202","142","52","179930793"
"2020","2","A","골목상권","2110794","영동초등학교","77","2140","1714","689","180","1","696","804","309","191","693","948","1083","61","313191027"
"2020","2","A","골목상권","2110793","대림썬프라자","39","1091","921","128","0","0","97","188","399","789","579","88","0","59","234839492"
"2020","2","A","골목상권","2110792","영등포역 2번","132","1252","1888","9","0","1","202","766","154","116","1338","574","0","55","198554315"
"2020","2","A","골목상권","2110791","신풍역 3번","56","1062","186","20","0","0","191","245","226","463","70","69","4","52","183448817"
"2020","2","A","골목상권","2110790","대림1동주민센터","92","1689","1127","119","0","0","219","462","549","1200","432","69","4","57","200773523"
"2020","2","A","골목상권","2110789","대림성모병원","98","997","1474","646","376","0","232","556","233","628","815","791","238","61","217829168"
"2020","2","A","골목상권","2110788","영등포시장역 3번","43","1039","859","158","6","0","172","289","211","223","74","121","972","49","251241901"
"2020","2","A","골목상권","2110787","신길3동주민센터","82","1300","1160","21","0","0","284","456","125","565","339","378","334","54","216148508"
"2020","2","A","골목상권","2110786","당산역 8번","61","1182","735","692","258","0","247","499","276","170","233","322","1120","61","328527613"
"2020","2","A","골목상권","2110785","영등포푸르지오아파트","117","1695","2935","62","82","1","161","588","249","894","1686","1085","112","59","236037172"
"2020","2","A","골목상권","2110784","신대림초등학교","83","759","587","98","0","0","165","465","208","327","279","0","0","53","164659087"
"2020","2","A","골목상권","2110783","영등포시장역 1번","38","1261","1930","532","125","5","131","213","216","726","775","632","1160","69","370993763"
"2020","2","A","골목상권","2110782","영등포시장역 4번","37","1113","990","221","2","0","58","283","220","460","378","259","668","55","281969973"
"2020","2","A","골목상권","2110781","대림한신아파트","100","1290","1044","101","0","0","212","596","481","816","330","0","0","54","176271145"
"2020","2","A","골목상권","2110780","신길대성유니드아파트","138","1439","458","6","2","0","259","831","238","389","188","0","0","53","152956159"
"2020","2","A","골목상권","2110779","대림갑을명가아파트","52","860","838","98","0","0","70","331","407","859","129","0","0","57","196671805"
"2020","2","A","골목상권","2110778","구로디지털단지역 4번","143","2522","1621","295","218","0","485","1172","1173","814","665","347","0","55","174450130"
"2020","2","A","골목상권","2110777","구로세무서","5","331","1278","100","0","0","6","27","44","34","1066","304","228","74","439575184"
"2020","2","A","골목상권","2110776","도신초등학교","206","2383","1230","76","2","0","465","1269","643","1073","241","0","0","52","156769397"
"2020","2","A","골목상권","2110775","대동초등학교","86","757","211","37","0","0","260","491","105","99","50","0","0","47","138598263"
"2020","2","A","골목상권","2110774","당산반도유보라팰리스아파트","38","1606","2410","509","182","6","35","163","50","866","1426","1234","939","72","413358169"
"2020","2","A","골목상권","2110773","당산역 13번","56","1020","299","34","1","0","226","563","73","259","181","52","0","40","167531527"
"2020","2","A","골목상권","2110772","신우어린이공원","125","1728","1060","3","2","0","221","607","226","1189","550","0","0","54","156558213"
"2020","2","A","골목상권","2110771","대림역 11번","77","854","299","43","0","0","520","394","86","196","0","0","0","49","127438107"
"2020","2","A","골목상권","2110770","영등포구청역 6번","50","1211","1689","364","44","0","119","284","164","984","1198","535","24","54","277544007"
"2020","2","A","골목상권","2110769","대림차이나타운(대림역 12번)","129","1727","759","162","0","0","434","593","800","733","88","0","0","52","127724642"
"2020","2","A","골목상권","2110768","도림2동유수지내체육시설","97","2155","1444","89","398","0","198","625","326","1155","1421","308","53","60","197104759"
"2020","2","A","골목상권","2110767","도림동주민센터","47","871","1137","119","168","0","47","412","153","460","655","456","112","66","232640293"
"2020","2","A","골목상권","2110766","대림역 5번","154","2684","1605","30","2","0","1217","945","1361","798","0","0","0","49","138406946"
"2020","2","A","골목상권","2110765","문래동사거리","22","477","458","66","31","0","9","255","140","234","101","234","59","64","222621158"
"2020","2","A","골목상권","2110764","문래역 3번","14","675","550","38","0","0","29","453","177","45","440","81","38","56","279228832"
"2020","2","A","골목상권","2110763","영등포구청역 2번","25","535","1409","84","4","0","29","65","136","447","1232","119","4","61","299031606"
"2020","2","A","골목상권","2110762","선유도역 1번","135","2856","1368","113","19","0","458","1072","585","1391","802","48","0","45","187104661"
"2020","2","A","골목상권","2110761","문래동남성맨션","7","527","217","60","48","0","0","38","244","363","69","30","108","80","380464305"
"2020","2","A","골목상권","2110760","선유도역 6번","88","2380","2652","158","19","0","342","633","216","1856","2053","109","0","50","227436207"
"2020","2","A","골목상권","2110759","문래예술촌(문래창작촌)","25","1399","3466","944","325","46","0","68","440","2315","862","699","1796","91","481492952"
"2020","2","A","골목상권","2110758","문래소공원","13","1554","843","236","0","0","6","27","751","1516","249","0","84","71","339521314"
"2020","2","A","골목상권","2110757","양평역 2번","35","1703","597","122","0","0","105","132","805","979","400","1","0","59","244242370"
"2020","2","A","골목상권","2110756","문래중학교","28","2102","974","199","0","0","47","100","1069","1672","387","0","0","65","272283335"
"2020","2","A","골목상권","2110755","동일여자고등학교","110","2495","1190","279","0","0","142","1396","2206","220","0","0","0","55","154254324"
"2020","2","A","골목상권","2110754","삼성산자연공원(서울금천초등학교)","266","2902","903","13","0","0","476","2586","756","0","0","0","0","51","140454830"
"2020","2","A","골목상권","2110753","시흥동 은행나무사거리","207","2590","1023","194","0","0","209","2132","1100","366","0","0","0","54","148488912"
"2020","2","A","골목상권","2110752","한울중학교","531","4734","1317","209","5","0","1164","3792","1155","154","0","0","0","54","127433028"
"2020","2","A","골목상권","2110751","난곡중학교","323","3215","1562","382","265","0","526","2760","613","113","975","437","0","54","165663932"
"2020","2","A","골목상권","2110750","시흥4동주민센터(서울신흥초등학교)","359","3526","922","1","3","0","687","3124","576","65","0","0","0","51","135293371"
"2020","2","A","골목상권","2110749","금산초등학교(금천고등학교)","193","2314","996","30","3","0","270","2621","269","89","94","0","0","58","150091677"
"2020","2","A","골목상권","2110748","백산초등학교","150","1688","805","106","1","0","149","1333","221","388","426","83","0","53","158465143"
"2020","2","A","골목상권","2110747","석수역 1번 출입구","71","936","228","3","0","0","25","1068","73","1","0","0","0","57","151005874"
"2020","2","A","골목상권","2110746","금천금빛공원(은행나무사거리서측)","184","1873","232","5","1","0","311","1670","130","0","0","0","0","48","141377314"
"2020","2","A","골목상권","2110745","독산동정훈단지","326","2541","486","7","2","1","519","2403","114","1","0","0","0","53","130418073"
"2020","2","A","골목상권","2110744","독산동성당","502","4084","1194","67","3","1","763","4113","470","3","0","0","0","54","137722180"
"2020","2","A","골목상권","2110743","시흥초등학교(시흥1동우체국)","335","3583","540","2","0","0","718","2958","384","65","0","0","0","49","137590788"
"2020","2","A","골목상권","2110742","KT금천빌딩(금천구시설관리공단)","79","1543","951","208","45","0","91","789","492","388","786","173","28","58","194054159"
"2020","2","A","골목상권","2110741","독산2동주민센터","366","3234","497","9","1","0","676","2837","206","22","0","0","0","51","130870361"
"2020","2","A","골목상권","2110740","금천해태공원","389","4556","2188","112","0","0","622","3256","854","670","933","521","0","51","144967130"
"2020","2","A","골목상권","2110739","시흥3동 우편취급국","104","1394","561","2","0","0","206","1403","56","6","286","0","0","55","148899261"
"2020","2","A","골목상권","2110738","문성초등학교","329","2881","1303","88","1","8","366","2921","754","240","0","0","0","56","150504582"
"2020","2","A","골목상권","2110737","금천세무서","225","2498","1019","77","0","0","434","2090","810","260","0","0","0","50","150176665"
"2020","2","A","골목상권","2110736","독산119안전센터","238","1944","609","7","0","1","416","1871","251","23","0","0","0","53","135798607"
"2020","2","A","골목상권","2110735","말미고개","309","3341","1735","115","0","1","548","2530","317","343","933","521","0","53","143757319"
"2020","2","A","골목상권","2110734","금천파출소","50","1138","454","17","2","0","196","627","657","131","0","0","0","52","167757441"
"2020","2","A","골목상권","2110733","금천어울림복지센터","93","1872","2120","111","0","0","226","853","657","617","1092","658","0","57","183489651"
"2020","2","A","골목상권","2110732","가산초등학교(세일중학교)","168","2291","1231","59","87","13","453","1507","1125","590","6","0","0","57","166539841"
"2020","2","A","골목상권","2110731","금천구청역 1번 출입구","103","1985","2202","123","2","0","258","976","1032","530","858","658","0","56","184368490"
"2020","2","A","골목상권","2110730","서울축산농협 독산역지점(독산파출소)","125","2047","1885","127","0","1","362","1203","927","348","699","521","0","51","166471729"
"2020","2","A","골목상권","2110729","가산동우체국","185","3028","786","113","16","25","956","1714","793","480","10","9","6","61","169658704"
"2020","2","A","골목상권","2110728","두산초등학교","77","1245","1060","20","0","0","215","858","872","380","0","0","0","49","155956002"
"2020","2","A","골목상권","2110727","독산역 1번 출입구","80","1704","2725","126","0","1","183","772","1539","842","699","521","0","57","201360699"
"2020","2","A","골목상권","2110726","금천철쭉어린이공원(금하마을)","12","80","714","169","0","0","39","44","652","228","0","0","0","74","202702856"
"2020","2","A","골목상권","2110725","가산동주민센터","85","1963","423","108","3","14","613","940","522","419","4","9","4","64","182837272"
"2020","2","A","골목상권","2110724","금천구립가산도서관","108","2008","917","117","184","6","226","1166","1128","708","4","0","0","56","169959898"
"2020","2","A","골목상권","2110723","가산디지털단지역 1번 출입구","78","860","108","2","3","7","78","871","17","12","1","1","0","62","162124761"
"2020","2","A","골목상권","2110722","G타워","129","1107","513","62","2","7","378","717","407","185","1","1","2","53","146507524"
"2020","2","A","골목상권","2110721","가리봉파출소","137","1982","399","10","6","21","769","1245","286","97","4","10","7","63","169731259"
"2020","2","A","골목상권","2110720","대림역 2번","164","3045","1718","162","2","0","844","1241","1689","1039","114","0","0","51","141233724"
"2020","2","A","골목상권","2110719","영서중학교","54","3336","1321","423","0","0","214","756","1834","1288","850","138","0","61","217201948"
"2020","2","A","골목상권","2110718","한국SGI본부","58","2143","2939","432","568","86","685","411","1104","1588","1865","417","98","68","265520578"
"2020","2","A","골목상권","2110717","남구로역 2번","958","9698","981","313","9","32","3868","3431","1644","1185","746","151","8","50","114594127"
"2020","2","A","골목상권","2110716","구로나눔길","98","1656","914","25","22","3","470","1095","762","292","1","0","0","54","167157849"
"2020","2","A","골목상권","2110715","구로구민회관","59","2089","676","13","18","0","720","898","959","219","0","0","0","47","159223076"
"2020","2","A","골목상권","2110714","구로4동주민센터","399","6271","1865","302","5","2","1418","2341","2243","1727","654","62","0","50","131798716"
"2020","2","A","골목상권","2110713","구로보건소","128","2668","3254","616","294","71","743","843","1539","1799","1735","177","67","61","209943601"
"2020","2","A","골목상권","2110712","남구로역 5번","959","8714","577","6","4","5","3450","3100","1678","866","209","2","1","47","102917203"
"2020","2","A","골목상권","2110711","구로초등학교","159","1617","1491","92","89","7","298","953","1070","852","117","3","3","54","164852239"
"2020","2","A","골목상권","2110710","남구로역 3번","713","5034","193","4","7","13","2255","2849","121","18","1","5","2","48","107190225"
"2020","2","A","골목상권","2110709","구로119안전센터","99","1516","901","8","3","2","213","808","936","428","45","0","0","50","159889778"
"2020","2","A","골목상권","2110708","화원어린이공원","65","837","982","71","69","4","200","314","681","646","116","3","3","51","166811619"
"2020","2","A","골목상권","2110707","구로창업지원센터","34","2099","2977","327","409","242","218","284","501","1350","1945","1408","348","79","366219956"
"2020","2","A","골목상권","2110706","그라운드 고척","89","1676","1916","174","132","0","261","856","1892","708","96","85","0","60","167922967"
"2020","2","A","골목상권","2110705","고산초등학교","16","754","933","113","45","0","44","268","1079","415","39","0","0","61","208371353"
"2020","2","A","골목상권","2110704","고척중학교","10","760","1223","213","45","0","18","250","1105","753","115","0","0","67","246265423"
"2020","2","A","골목상권","2110703","개봉역","110","3652","4762","1459","274","0","174","1058","2518","4566","1831","0","0","69","236196546"
"2020","2","A","골목상권","2110702","개봉초등학교","202","2519","1893","602","34","0","235","1808","434","1359","1116","96","0","59","183300309"
"2020","2","A","골목상권","2110701","고척동성당","68","2543","2348","201","88","0","228","785","2061","1283","632","191","0","63","226253727"
"2020","2","A","골목상권","2110700","고척초등학교","188","3435","3006","299","0","0","401","1906","3018","1335","80","0","0","58","170260219"
"2020","2","A","골목상권","2110699","덕의초등학교","78","2316","1885","507","0","0","256","1011","1681","1130","524","106","0","63","210041795"
"2020","2","A","골목상권","2110698","개웅초등학교(개웅중학교)","614","5648","1807","97","0","0","1053","5374","688","437","0","0","0","55","138366950"
"2020","2","A","골목상권","2110697","개봉3동주민센터","224","2694","1400","118","0","0","336","2030","1219","627","0","0","0","54","145182654"
"2020","2","A","골목상권","2110696","오류동역 1번","358","4273","2213","694","0","0","909","3024","1795","1036","416","0","0","56","142992542"
"2020","2","A","골목상권","2110695","개봉1동주민센터","232","2938","1361","255","0","0","449","2147","879","679","400","0","0","54","144561792"
"2020","2","A","골목상권","2110694","세곡초등학교","317","4422","1045","140","1","0","1083","3154","444","747","180","0","0","52","127759211"
"2020","2","A","골목상권","2110693","오류동역 4번","45","1831","425","219","6","0","669","1113","699","0","0","0","0","52","129407159"
"2020","2","A","골목상권","2110692","큰굴다리","154","3016","1400","320","150","0","645","2223","980","638","400","0","0","55","151426820"
"2020","2","A","골목상권","2110691","개봉중학교","261","2812","1093","13","145","0","726","2227","452","530","128","0","0","51","124953291"
"2020","2","A","골목상권","2110690","오류2동버들시장","288","5988","2703","153","91","0","1396","3560","2606","1241","132","0","0","54","152323350"
"2020","2","A","골목상권","2110689","오류동역 3번","214","4048","1623","677","150","0","1141","2823","2328","142","64","0","0","56","141164327"
"2020","2","A","골목상권","2110688","오류지구대","195","2842","1107","200","90","0","712","1880","1225","422","0","0","0","55","141375884"
"2020","2","A","골목상권","2110687","천왕역 3번(오류2동주민센터 서울오류남초등학교)","95","2484","1101","52","1","0","307","1038","1133","922","234","4","0","57","195529952"
"2020","2","A","골목상권","2110686","수궁동주민센터","354","4699","1440","31","91","0","1134","3547","1239","341","0","0","0","56","136326324"
"2020","2","A","골목상권","2110685","금강수목원아파트","56","1390","641","29","0","0","91","1095","485","389","0","0","0","59","191093928"
"2020","2","A","골목상권","2110684","서울공연예술고등학교","237","2699","938","26","5","0","771","2383","508","2","4","0","0","57","136729381"
"2020","2","A","골목상권","2110683","오류고등학교","209","2494","855","20","5","0","739","2257","365","6","7","0","0","57","136716054"
"2020","2","A","골목상권","2110682","온수역 8번","115","2269","618","121","44","0","283","1807","558","348","20","36","0","57","166455215"
"2020","2","A","골목상권","2110681","온수역 1번","72","1596","670","2","0","0","137","1329","745","57","0","0","0","57","177999929"
"2020","2","A","골목상권","2110680","온수역 5번(온수산업단지)","95","1616","761","269","45","0","190","1096","713","561","95","36","0","61","182467178"
"2020","2","A","골목상권","2110679","염창역 2번","127","2184","1980","247","69","4","367","725","345","1086","897","870","194","59","247273529"
"2020","2","A","골목상권","2110678","염창무학아파트","53","1486","2341","261","62","4","168","220","243","1491","1064","834","134","68","325909972"
"2020","2","A","골목상권","2110677","등촌역 1번","106","2276","2782","228","110","0","248","595","409","1909","1599","514","122","61","257706798"
"2020","2","A","골목상권","2110676","등촌역 7번","327","3252","614","85","4","2","714","2227","612","375","29","0","0","47","155037294"
"2020","2","A","골목상권","2110675","화곡4동주민센터","708","6139","1407","174","1","1","1138","5377","734","309","164","0","0","51","136898885"
"2020","2","A","골목상권","2110674","강서구청가양동별관","7","4945","440","15","0","0","579","3099","369","857","385","111","0","48","241254372"
"2020","2","A","골목상권","2110673","뜸부기어린이공원","516","4633","1175","160","45","5","992","3997","528","141","93","197","70","51","139469055"
"2020","2","A","골목상권","2110672","백석중학교","176","1591","1397","162","309","158","224","1251","502","221","769","376","274","61","204095055"
"2020","2","A","골목상권","2110671","등촌1동주민센터","235","4813","3111","225","3","0","537","2348","1052","2802","1290","123","0","53","193206613"
"2020","2","A","골목상권","2110670","신곡초등학교","764","6798","1027","44","2","0","1653","5753","439","26","0","0","0","51","122443448"
"2020","2","A","골목상권","2110669","화곡보람2차아파트","139","1696","634","46","1","3","555","1172","239","387","27","0","0","51","139280316"
"2020","2","A","골목상권","2110668","화곡2동주민센터","1184","10328","1344","16","5","0","2457","8972","253","11","0","0","0","51","124873330"
"2020","2","A","골목상권","2110667","가양역 10번","9","7002","835","19","0","0","2079","3691","624","394","981","87","0","45","228053484"
"2020","2","A","골목상권","2110666","KC대학교","264","2204","352","25","2","3","779","1682","120","5","0","0","0","51","116150476"
"2020","2","A","골목상권","2110665","곰달래도서관","798","7219","1778","114","9","1","1657","6577","876","11","0","0","0","51","131617821"
"2020","2","A","골목상권","2110664","강서구청옆","197","2001","599","164","46","18","744","1414","283","201","106","65","15","53","136624213"
"2020","2","A","골목상권","2110663","우장산롯데캐슬아파트앞","132","1345","998","317","270","223","561","859","106","240","456","726","205","62","200618047"
"2020","2","A","골목상권","2110662","까치산역 1번","1478","13138","2372","131","6","0","3230","11400","857","160","0","0","0","52","124621539"
"2020","2","A","골목상권","2110661","강서새말어린이공원","158","1400","924","321","165","89","483","1030","288","288","320","397","93","60","174431130"
"2020","2","A","골목상권","2110660","등촌3동주민센터","98","5768","2142","684","274","187","432","2568","1340","1933","1118","1247","417","66","271303250"
"2020","2","A","골목상권","2110659","화곡역 4번","1595","13906","2174","121","1","0","4188","11104","783","127","0","0","0","51","120633127"
"2020","2","A","골목상권","2110658","화곡초등학교","638","5915","752","14","0","0","1954","4343","181","39","16","64","84","50","120299359"
"2020","2","A","골목상권","2110657","양천향교역 5번","21","4001","1327","631","229","0","13","2334","690","711","1585","655","200","62","312122363"
"2020","2","A","골목상권","2110656","까치산역 3번","712","8380","2022","92","7","0","2858","6407","1225","11","0","0","0","50","124884032"
"2020","2","A","골목상권","2110655","발산역 5번","36","1280","1545","663","62","86","59","256","480","320","417","760","1344","76","397438482"
"2020","2","A","골목상권","2110654","까치산역 4번","1051","11566","2295","243","4","0","3246","9317","1085","460","0","0","0","50","125570685"
"2020","2","A","골목상권","2110653","화곡역 2번","417","4331","1921","885","144","0","1208","2935","340","142","174","675","1807","54","166899735"
"2020","2","A","골목상권","2110652","양천향교역 2번","64","577","853","201","360","0","109","461","127","54","766","258","216","62","236603474"
"2020","2","A","골목상권","2110651","화원중학교","847","7843","1664","241","1","0","1858","6874","615","402","0","0","0","51","124735326"
"2020","2","A","골목상권","2110650","우장산힐스테이트","124","1340","2287","669","8","0","222","720","452","506","318","608","1478","65","281279759"
"2020","2","A","골목상권","2110649","우장산역 1번","250","2336","3040","675","14","0","414","1543","721","805","356","1080","1146","61","226238113"
"2020","2","A","골목상권","2110648","양천향교역 7번","46","2986","277","5","0","0","79","1993","521","380","295","0","0","48","191700131"
"2020","2","A","골목상권","2110647","화곡역 5번","917","8123","1460","46","1","0","2195","6855","467","113","0","0","0","50","122865684"
"2020","2","A","골목상권","2110646","푸른들청소년도서관","493","4616","2856","1341","760","2","974","3321","1234","559","850","1814","823","60","189522395"
"2020","2","A","골목상권","2110645","우장산역 4번","370","4437","4053","275","474","23","666","2182","1977","1290","763","1862","522","61","216418472"
"2020","2","A","골목상권","2110644","신광명마을","42","790","530","81","59","20","182","214","427","225","350","38","44","59","194705734"
"2020","2","A","골목상권","2110643","강서구다솔마을","92","2553","1469","82","0","0","258","711","15","173","508","765","1674","50","292528540"
"2020","2","A","골목상권","2110642","정곡초등학교","54","2077","427","127","31","0","141","1040","1053","310","118","0","0","58","173485053"
"2020","2","A","골목상권","2110641","공항고등학교","93","4361","2236","241","0","0","523","2131","1204","1607","1065","154","154","56","221299088"
"2020","2","A","골목상권","2110640","방화역 1번","94","4363","1302","720","498","0","510","1699","1779","1621","1238","36","0","65","218631755"
"2020","2","A","골목상권","2110639","신방화역 8번","195","2525","1430","261","1","1","177","1348","549","467","196","474","1007","55","230397040"
"2020","2","A","골목상권","2110638","신방화역 2번","268","4879","2876","384","0","1","621","2646","1767","2091","746","1","268","54","188075327"
"2020","2","A","골목상권","2110637","송정역 2번","144","1889","890","62","2","1","230","941","345","115","76","580","557","52","210496546"
"2020","2","A","골목상권","2110636","방화역 2번","100","2830","1481","473","150","0","161","1154","1629","1303","651","36","0","60","204519912"
"2020","2","A","골목상권","2110635","공항시장역 3번","180","2106","1138","257","2","0","220","1044","569","197","99","473","901","55","235078179"
"2020","2","A","골목상권","2110634","송정역 3번","292","3246","1244","39","2","1","782","2159","172","96","110","209","1004","46","168099813"
"2020","2","A","골목상권","2110633","개화산역 1번","141","2165","1440","175","4","1","408","1176","1032","1125","44","0","0","54","164190662"
"2020","2","A","골목상권","2110632","방화역 3번","122","4566","1616","295","214","0","936","1825","1905","1545","444","36","0","58","185250153"
"2020","2","A","골목상권","2110631","방화초등학교","218","3979","1864","220","4","1","987","1785","1717","1519","60","0","0","53","170536427"
"2020","2","A","골목상권","2110630","공항시장역 1번","227","2881","958","76","0","0","794","1522","905","559","117","18","0","51","170553094"
"2020","2","A","골목상권","2110629","송정역 4번","106","1165","299","36","1","1","434","747","85","108","109","19","0","47","135226174"
"2020","2","A","골목상권","2110628","신목동역","194","1576","1070","79","5","2","250","1145","568","101","105","215","348","50","181253341"
"2020","2","A","골목상권","2110627","신정롯데캐슬아파트","80","2641","3707","1002","1","0","1119","881","288","481","1619","1721","1242","65","325058050"
"2020","2","A","골목상권","2110626","양화초등학교","635","5369","1925","345","20","6","699","4298","1487","312","376","426","67","53","170761682"
"2020","2","A","골목상권","2110625","신정2동주민센터","57","2009","3529","1487","136","72","863","242","136","412","1831","1004","2745","72","428974832"
"2020","2","A","골목상권","2110624","목동문화체육센터","471","3816","2000","123","223","2","431","3229","933","352","265","372","582","55","169236785"
"2020","2","A","골목상권","2110623","갈산공원","67","2265","1061","658","125","1","1326","630","121","691","1037","224","81","64","202561204"
"2020","2","A","골목상권","2110622","달마을공원","555","5053","1904","510","76","6","678","3887","786","252","690","744","512","53","174416416"
"2020","2","A","골목상권","2110621","목동역 5번","39","1346","1063","1016","757","236","40","101","68","108","475","561","3065","82","579949451"
"2020","2","A","골목상권","2110620","목동보건지소","790","6934","3226","433","311","1","755","5294","1640","1302","923","266","725","55","167632518"
"2020","2","A","골목상권","2110619","목4동주민센터","195","2020","2149","383","238","5","286","1280","204","153","318","1070","1484","57","233878680"
"2020","2","A","골목상권","2110618","강서고등학교","572","4881","2591","445","203","4","638","3962","1067","700","361","828","568","54","174408553"
"2020","2","A","골목상권","2110617","등촌역 4번","404","3913","1929","513","69","7","556","2893","717","508","765","578","414","53","173072075"
"2020","2","A","골목상권","2110616","양목초등학교","181","1445","511","90","1","1","235","1107","334","108","126","66","72","54","158005014"
"2020","2","A","골목상권","2110615","신서초등학교","116","1452","827","580","175","1","184","794","332","97","251","162","1215","59","254218920"
"2020","2","A","골목상권","2110614","목동로데오거리","293","2311","1031","103","4","3","564","2021","580","243","19","13","12","54","148748514"
"2020","2","A","골목상권","2110613","신정네거리역 4번","24","1061","1492","655","68","0","36","141","218","91","437","458","1895","72","482478085"
"2020","2","A","골목상권","2110612","신정역 5번","514","4584","1827","190","8","2","934","3602","1026","153","0","162","734","52","156854867"
"2020","2","A","골목상권","2110611","신정역 1번","600","4672","1951","209","10","3","1128","4296","1385","35","1","0","0","53","140072247"
